meanB,meanG,meanR,modeB,modeG,modeR,batch,concentration,image,predicted_concentration
83.94710328997702,82.70585943552848,72.61950303520841,83.39709257842387,83.01051466519093,72.84500202347228,batch2,0.5,0.5-4_batch2.csv,3.8910870970033784
83.64844778018063,83.0707109842556,72.88088369280388,83.95878386973668,83.69395083325661,73.77544849828664,batch2,5.0,5.0-4_batch2.csv,5.227144572102588
88.74276563803171,86.77895703354915,82.18764788076386,90.9090909090909,85.63861094761624,83.83791336748953,batch2,25.0,25.0-1_batch2.csv,20.3877071292751
86.6168221748401,82.96779799980196,81.67494355799,86.1407249466951,83.77067036340232,82.16241962371993,batch3,8.0,8.0-4_batch3.csv,7.324046666629556
82.29522173531988,82.76768728680742,70.0201287302516,82.63428070614748,84.63169539964967,70.80163838502047,batch2,0.0,0.0-1_batch2.csv,3.866875470437435
85.9250869188565,82.7478706528371,77.80750070921987,89.22899220329194,84.19768151311776,80.1418439716312,batch2,2.0,2.0-3_batch2.csv,3.2400170185538286
85.34828370747832,81.98735411639804,81.3242788077916,87.59124087591242,83.38963420519255,81.67096925604318,batch3,10.0,10.0-2_batch3.csv,5.267084658548697
83.92882758620689,82.54958891966758,72.6620981744422,85.82375478927203,83.93351800554018,73.63083164300204,batch2,0.5,0.5-5_batch2.csv,2.920949542762969
88.92629556650246,81.86460025010422,91.67656750572083,91.4408866995074,83.47228011671531,93.53546910755148,batch1,1.0,1.0-2_batch1.csv,5.225693064254699
82.16173503836316,82.23656994434135,71.4336384,82.86445012787723,82.6530612244898,72.0,batch2,15.0,15.0-4_batch2.csv,2.988535204384334
85.5575835777126,80.73748691304773,79.24134754797443,86.30079597821533,81.16851289089304,79.60199004975124,batch3,1.0,1.0-3_batch3.csv,-1.9272924170275019
88.6226345083488,81.63338849813819,85.33743949044587,89.98144712430425,80.05792304509723,86.78343949044586,batch1,0.5,0.5-1_batch1.csv,0.8658189887187859
88.08295299356755,79.86155921707396,100.27311029165271,91.04403760514596,82.60533008957204,103.5869929601073,batch1,2.0,2.0-3_batch1.csv,1.1564684259411706
89.02132671629445,89.68123251847638,82.84652357431524,86.02150537634408,90.39226833428084,81.49977548271218,batch3,40.0,40.0-1_batch3.csv,35.52599891947165
91.8671351920042,81.0268736380995,100.2298821178821,88.37453971593898,82.89340671683702,103.89610389610388,batch1,10.0,10.0-3_batch1.csv,-0.23575682270598008
89.64541935483872,81.91377101747173,96.38462300884956,90.3225806451613,82.32271325796506,97.34513274336284,batch1,10.0,10.0-1_batch1.csv,8.26213305384772
80.5830608695652,81.70048318264017,75.39227899159664,81.15942028985508,82.18806509945752,76.89075630252101,batch3,0.5,0.5-4_batch3.csv,3.578837391001855
86.91198214285714,87.67433161851999,79.08669462169553,87.890625,89.0383854372774,79.99088422971741,batch2,30.0,30.0-4_batch2.csv,25.032195287613547
92.68038291302109,88.93611916228022,110.60845811240722,91.61091096242924,88.6997424123642,110.28632025450688,batch1,40.0,40.0-5_batch1.csv,44.51909914858129
84.23796124727319,83.18822496062262,73.39809196811771,85.46131143333761,83.38738070971927,73.57449417535254,batch2,2.0,2.0-2_batch2.csv,6.597591304271873
92.1826510191476,90.11121112929621,92.90606311207836,91.72328597899936,91.14157119476268,93.8520130576714,batch1,40.0,40.0-1_batch1.csv,37.60006757545324
86.56692380830013,86.38077427700266,75.24816575258988,87.11293845560837,86.48249099140719,75.56368068251068,batch2,20.0,20.0-2_batch2.csv,18.264799590906364
84.93304499054823,85.62042813227758,73.8519087790111,87.71266540642722,86.35305076851421,74.47023208879921,batch2,8.0,8.0-2_batch2.csv,16.161286502475434
88.08614106870228,80.88497686796315,87.62451008174386,91.6030534351145,82.90685772773797,89.91825613079018,batch1,1.0,1.0-1_batch1.csv,-0.7943436864110254
84.55338715878509,82.76519412362559,73.39181322957198,83.81391772395233,83.98780375127043,74.33954536145812,batch2,2.5,2.5-4_batch2.csv,2.9490082144469625
