image	predicted_concentration
vòi-3.jpg	0.727409058175404
m-4.jpg	0.356820335897776
m-5.jpg	0.822810910694638
s-1.jpg	1.53039545939175
vòi-5.jpg	0.524061843966901
s-5.jpg	0.94663234691021
m-1.jpg	0.624467123317405
cất-1.jpg	1.26672574850743
cất-4.jpg	1.48437549385658
cất-3.jpg	1.71791230124853
s-4.jpg	0.999109976026933
pten-4.jpg	0.690899193274383
pten-2.jpg	1.35806194866092
s-2.jpg	1.41436356212482
cất-5.jpg	0.984201646950822
vòi-2.jpg	1.37771779230014
m-2.jpg	0.463563958724524
pten-1.jpg	1.53107145425568
vòi-1.jpg	0.761889811935717
vòi-4.jpg	1.64348391709525
pten-3.jpg	0.936138778539693
s-3.jpg	1.7031361593571
m-3.jpg	0.731564961139046
pten-5.jpg	1.07866493881321
cất-2.jpg	1.35605063881633
