B,G,R
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
94.59,82.47,101.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
99.59,87.47,106.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
95.59,85.47,104.47
94.59,84.47,103.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
94.59,84.47,103.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
94.59,84.47,103.47
95.59,85.47,104.47
96.59,86.47,105.47
97.59,87.47,106.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
94.59,84.47,103.47
94.59,84.47,103.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
99.59,87.47,106.47
99.59,87.47,106.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
99.59,87.47,106.47
98.59,86.47,105.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
99.59,87.47,106.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
99.59,87.47,106.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
99.59,87.47,106.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
94.59,84.47,103.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
94.59,84.47,103.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
94.59,87.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
95.59,85.47,104.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
96.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
99.59,87.47,106.47
99.59,87.47,106.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
99.59,87.47,106.47
99.59,87.47,106.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
94.59,82.47,101.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
95.59,83.47,102.47
96.59,84.47,103.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
96.59,84.47,103.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
97.59,85.47,104.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
99.59,87.47,106.47
99.59,87.47,106.47
99.59,87.47,106.47
99.59,87.47,106.47
99.59,87.47,106.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
98.59,86.47,105.47
99.59,87.47,106.47
99.59,87.47,106.47
99.59,87.47,106.47
98.59,86.47,105.47
98.59,86.47,105.47
