image	predicted_concentration
vòi-3.jpg	1.25245104903808
m-4.jpg	1.2301623210311
m-5.jpg	-0.873645907608719
s-1.jpg	0.366021629418867
vòi-5.jpg	1.61565241063138
s-5.jpg	0.310730390019959
m-1.jpg	1.38527453671376
cất-1.jpg	0.212301146606723
cất-4.jpg	-0.769030473748533
cất-3.jpg	-0.450791411769565
s-4.jpg	1.71000673477081
pten-4.jpg	0.255694080588061
pten-2.jpg	0.874806112531409
s-2.jpg	0.637495438142675
cất-5.jpg	-1.47554369923379
vòi-2.jpg	1.56663293843066
m-2.jpg	0.969140658620059
pten-1.jpg	0.584524198027076
vòi-1.jpg	1.10263584815073
vòi-4.jpg	0.90146117155064
pten-3.jpg	-0.0154321809940434
s-3.jpg	0.922918956245827
m-3.jpg	1.10753309035854
pten-5.jpg	-0.115751680050405
cất-2.jpg	-0.93696662197517
