image,concentration,meanB,meanG,meanR,modeB,modeG,modeR,minB,minG,minR,maxB,maxG,maxR,stdB,stdG,stdR
batch1,50.0,3.9878619361040077,4.125866518094447,3.9328749829323795,4.029888335921977,4.223742416388575,3.9698866482558417,3.6110940170535573,3.9698866482558417,4.223742416388575,2.2449944320643644,1.9390719429665317,1.3564659966250536,0.11239899101856111,0.0913970447276798,0.12324748648524735
batch1,0.5,2.9304132319552734,3.382632912224535,3.056825683857555,2.993325909419153,2.1354156504062622,2.0976176963403033,2.1540659228538015,2.416609194718914,3.1874754901018454,2.9393876913398134,3.687817782917155,3.3823069050575527,0.12872667357559786,0.19628034352995796,0.34485185944799374
batch1,1.0,2.4313919602005765,2.2261416482860197,2.136096416570902,2.0396078054371136,2.1354156504062622,1.7435595774162693,2.8705400188814645,1.7204650534085253,2.227105745132009,2.6832815729997477,2.9257477676655586,2.727636339397171,0.11875782733037206,0.216843892412381,0.12665359014395008
batch1,5.0,2.988438098370348,2.967048518200027,3.403148392178138,2.1354156504062622,2.898275349237888,3.1999999999999997,3.1368774282716245,2.9257477676655586,3.655133376499413,3.03315017762062,3.261901286060018,3.867815921162743,0.17611696483765762,0.15153882727502682,0.19357213638817836
batch2,2.5,5.26028245417851,4.798618818217359,4.940010333241594,4.454211490264018,4.127953488110059,3.9698866482558417,4.979959839195493,4.308131845707604,4.498888751680798,5.851495535331118,5.291502622129181,5.291502622129181,0.1855029515685275,0.07830372666469984,0.06231491027388683
batch2,2.0,4.860145463569518,4.439326504532759,4.8948987408515165,5.0039984012787215,3.878143885933063,4.63033476111609,4.9396356140913875,3.8781438859330635,4.9396356140913875,5.15363949069005,4.354308211415448,4.498888751680797,0.09067723141865575,0.052089481797872386,0.1432985374081085
batch2,8.0,4.222605607100451,4.619429368072972,4.5458206990657954,4.707440918375928,5.6000000000000005,4.791659420284375,4.69041575982343,4.791659420284375,4.791659420284375,4.147288270665544,4.516635916254486,4.516635916254486,0.26164807859637934,0.06932985914587289,0.12949970451965276
batch2,20.0,5.21372788214351,4.54443627850841,5.15348311721514,6.273754856543249,5.0039984012787215,5.366563145999495,4.715930449020639,3.7735924528226414,4.707440918375928,5.635601121442148,4.791659420284375,5.89915248150105,0.2864638086845185,0.07620914577663973,0.08854449696035
batch2,10.0,2.512894365924492,2.6350830455844094,2.5278506869322794,1.8547236990991405,2.7856776554368237,2.3151673805580453,2.4819347291981715,3.03315017762062,2.4000000000000004,2.727636339397171,2.4819347291981715,2.280350850198276,0.15588691630587456,0.09973737270049043,0.11048568664107447
batch2,15.0,4.664898188800537,3.8219117344688955,4.274644729624097,4.454211490264017,3.4871191548325386,3.9293765408777,4.707440918375928,3.9698866482558417,4.749736834815167,4.31740662898458,3.826225293941798,4.454211490264017,0.18399648987888226,0.11996673201714346,0.15286241384778446
batch2,25.0,0.49377856437945833,0.3381741946961653,0.21141233941508691,2.6076809620810595,0.7483314773547882,1.6733200530681511,0.4898979485566356,0.8,0.8,0.4,0.6324555320336759,0.7483314773547882,0.12314572758160876,0.13057266634721904,0.09796271586041051
batch2,0.0,4.20953773401734,4.380060326657872,4.765785368193006,5.0039984012787215,5.035871324805669,4.791659420284375,3.7416573867739413,4.147288270665544,5.035871324805669,4.586937976471886,4.409081537009721,5.268775948927796,0.3178250498540013,0.12582305805989788,0.12343086987585067
batch2,40.0,3.825515601591819,3.42476270182577,3.540810778887885,4.363484845854286,4.0,2.33238075793812,3.261901286060018,2.6381811916545836,3.4409301068170506,4.923413450036469,3.40587727318528,3.54400902933387,0.17560533915400653,0.15641953674461678,0.15050171201773915
batch2,30.0,4.667416295904293,4.281856745875816,4.8557367958444555,5.4626001134990645,4.4,3.9496835316262997,4.261455150532504,4.147288270665544,5.114684741017769,4.707440918375928,4.833218389437829,5.635601121442148,0.14117801161634008,0.09448522002579887,0.14729180340553943
batch2,50.0,3.461754166703901,3.1101181438615733,3.1774397401101644,4.874423042781577,2.9933259094191524,2.8,2.8705400188814645,2.4979991993593593,3.1874754901018454,2.6832815729997477,2.8705400188814645,2.9933259094191524,0.08345519310398107,0.10126056702762364,0.2341990947120596
batch2,0.5,0.7388428619094566,0.3979593137957698,0.3997583433866025,1.5999999999999999,0.8,0.8,1.7204650534085253,0.9797958971132711,1.2649110640673518,1.16619037896906,1.0954451150103321,1.0954451150103321,0.28149615755310065,0.1260671127111705,0.12125666771870061
batch2,1.0,4.7509636515139775,4.27140763249917,4.2431756159950975,4.833218389437829,4.079215610874228,3.9191835884530852,4.1952353926806065,3.3466401061363023,3.9698866482558417,4.586937976471886,4.261455150532504,4.409081537009721,0.14598782085687792,0.09954014883674718,0.07387247637273038
batch2,5.0,4.648737635430934,4.441324144408899,4.432724043915934,4.673328578219168,4.9396356140913875,5.0039984012787215,4.31740662898458,4.176122603564219,4.841487374764082,4.63033476111609,4.664761515876241,4.841487374764082,0.2832252582109766,0.09873772285495563,0.08222887654439916
batch3,2.5,3.63171363552104,3.4926713557311615,3.6005594119755093,4.498888751680797,3.6660605559646715,3.847076812334269,3.1874754901018454,3.059411708155671,3.0724582991474434,4.715930449020639,4.354308211415448,4.308131845707603,0.20679114207393653,0.1275759525465873,0.09695083077472595
batch3,2.0,1.0310456328883986,0.8108095776586739,0.42190079633506145,0.4,0.8,0.4898979485566356,1.019803902718557,0.8,0.8,1.16619037896906,1.019803902718557,0.8,0.2285845097382112,0.1540876161433634,0.18052282242234963
