image	predicted_concentration
25.0-5.jpg	4.67902946293631
15.0-2.jpg	1.20823310153954
15.0-5.jpg	1.12817690436153
30.0-1.jpg	7.52261970983598
20.0-4.jpg	2.35303378254063
20.0-5.jpg	1.86476308176137
30.0-3.jpg	6.35214626696067
0.5-5.jpg	0.279074843076291
2.0-5.jpg	0.506378518256298
40.0-2.jpg	8.28377520683628
0.5-1.jpg	1.188663422028
5.0-3.jpg	1.09401269543939
40.0-4.jpg	7.33487764180072
0-2.jpg	0.0658409657516437
1.0-5.jpg	0.0279225158015883
15.0-1.jpg	1.53966170084876
10.0-5.jpg	0.163409810001831
5.0-4.jpg	1.91216599780594
10.0-4.jpg	0.418002392991855
2.5-4.jpg	-0.435909238871915
8.0-5.jpg	0.472833548375373
25.0-2.jpg	4.6926015618689
30.0-5.jpg	7.10071565543714
25.0-1.jpg	4.4506929642694
2.5-1.jpg	-0.937215739762806
50.0-1.jpg	8.78870420577858
5.0-2.jpg	2.05375580026091
1.0-4.jpg	0.0548609690953796
40.0-3.jpg	9.19737059862469
40.0-1.jpg	7.53368846837575
1.0-3.jpg	-0.136507959800383
40.0-5.jpg	8.85206659145243
10.0-1.jpg	0.0494168181613439
15.0-3.jpg	1.45696262800149
0.5-2.jpg	1.44053000977761
8.0-4.jpg	0.117172078818051
1.0-1.jpg	0.152567427148334
2.0-3.jpg	0.165660722920311
1.0-2.jpg	-0.403025934445882
2.0-2.jpg	0.119012330405187
50.0-5.jpg	6.63575616130357
50.0-2.jpg	8.97839755881815
25.0-3.jpg	4.42500615239451
2.0-4.jpg	1.53314875433177
50.0-4.jpg	9.80926148597032
2.5-3.jpg	-0.545092782746064
5.0-1.jpg	0.943550445985693
10.0-3.jpg	1.25151178943353
8.0-1.jpg	0.280589145088435
20.0-2.jpg	1.39411591948142
0-1.jpg	-0.106443227367652
15.0-4.jpg	1.21157596146864
2.0-1.jpg	0.393455057938411
5.0-5.jpg	2.03304897709247
8.0-3.jpg	0.244868497353703
8.0-2.jpg	0.999142408826113
10.0-2.jpg	0.680166659812031
50.0-3.jpg	8.47696933688806
0.5-3.jpg	0.726394697136712
0.5-4.jpg	1.38737805503509
0-4.jpg	-0.0888506951337611
30.0-4.jpg	6.63256939250956
25.0-4.jpg	4.22857586128162
20.0-3.jpg	2.88218527564437
0-3.jpg	0.0648061853678001
2.5-5.jpg	-0.999560084711966
2.5-2.jpg	-0.415256715204976
20.0-1.jpg	2.11654103890798
30.0-2.jpg	6.4363310271196
0-5.jpg	0.108282605929187
