B,G,R
81,72,15
81,72,15
81,72,15
81,72,15
81,72,15
81,72,15
81,72,15
81,72,15
81,72,15
81,72,15
80,71,14
79,70,13
80,71,14
81,72,15
82,73,16
82,73,16
82,73,16
82,73,16
82,73,16
82,73,16
82,74,15
82,74,15
81,73,14
80,72,13
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
83,72,14
83,72,14
83,72,14
84,73,15
85,74,16
84,73,15
80,72,13
81,73,14
82,74,15
82,74,15
81,73,14
80,72,13
79,71,12
80,72,13
78,72,13
78,72,13
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
80,74,15
80,74,15
80,74,15
80,74,15
80,74,15
80,74,15
81,75,16
81,75,16
81,75,16
81,75,16
80,74,15
80,74,15
79,73,14
79,73,14
80,74,15
81,75,16
81,75,16
81,75,16
82,76,17
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
81,73,14
81,73,14
82,74,15
82,74,15
82,74,15
82,74,15
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
82,74,15
82,74,15
83,75,16
83,75,16
83,75,16
84,76,17
84,76,17
85,77,18
85,77,18
85,77,18
85,77,18
84,76,17
84,76,17
85,77,18
85,77,18
84,76,17
83,75,16
83,75,16
83,75,16
83,75,16
84,76,17
85,77,18
85,77,18
84,76,17
84,76,17
84,76,17
84,76,17
83,75,16
80,74,15
81,75,16
79,75,16
80,76,17
81,77,18
83,77,18
83,77,18
82,76,17
82,76,17
82,76,17
82,76,17
84,76,17
84,76,17
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
84,76,17
84,76,17
83,75,16
82,74,15
82,74,15
82,74,15
83,75,16
84,76,17
83,75,16
84,76,17
85,77,18
85,77,18
83,75,16
82,74,15
83,75,16
85,74,16
85,74,16
84,76,17
84,76,17
82,76,17
82,76,17
81,75,16
81,75,16
78,74,15
78,74,15
80,74,15
80,74,15
80,74,15
81,75,16
81,75,16
82,76,17
80,74,15
80,74,15
81,75,16
81,75,16
82,76,17
82,76,17
82,76,17
82,76,17
81,75,16
81,75,16
81,75,16
80,74,15
81,75,16
80,74,15
79,73,14
79,73,14
80,74,15
81,75,16
82,76,17
82,76,17
82,76,17
82,76,17
82,76,17
82,76,17
81,75,16
80,74,15
80,74,15
81,75,16
82,76,17
82,76,17
82,76,17
81,75,16
82,76,17
82,76,17
82,76,17
82,76,17
82,76,17
82,76,17
82,76,17
82,76,17
81,75,16
80,74,15
80,74,15
80,74,15
81,75,16
82,76,17
82,76,17
81,75,16
80,74,15
80,74,15
80,74,15
82,76,17
83,77,18
84,78,19
84,76,17
82,74,15
83,75,16
83,75,16
84,76,17
84,76,17
85,77,18
85,77,18
84,76,17
84,76,17
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
81,75,16
81,75,16
82,76,17
82,76,17
82,73,16
82,73,16
82,73,16
82,73,16
82,73,16
81,72,15
81,72,15
80,71,14
81,72,15
81,72,15
80,71,14
80,71,14
80,71,14
81,72,15
82,73,16
82,73,16
81,72,15
81,72,15
81,72,15
81,72,15
82,74,15
82,74,15
82,74,15
82,74,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
83,72,14
83,72,14
84,73,15
84,73,15
84,73,15
81,73,14
81,73,14
82,74,15
83,75,16
82,74,15
81,73,14
80,72,13
81,73,14
80,74,15
80,74,15
80,74,15
80,74,15
80,74,15
80,74,15
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
80,74,15
79,73,14
78,72,13
79,73,14
79,73,14
80,74,15
81,75,16
82,76,17
82,76,17
81,75,16
80,74,15
79,73,14
79,73,14
79,73,14
80,74,15
81,75,16
80,74,15
80,74,15
81,75,16
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
82,74,15
82,74,15
82,74,15
82,74,15
82,74,15
82,74,15
82,74,15
83,75,16
83,75,16
83,75,16
83,75,16
84,76,17
83,75,16
82,74,15
82,74,15
83,75,16
83,75,16
83,75,16
84,76,17
84,76,17
84,76,17
85,77,18
85,77,18
84,76,17
83,75,16
83,75,16
84,76,17
84,76,17
84,76,17
83,75,16
83,75,16
83,75,16
83,75,16
84,76,17
85,77,18
85,77,18
85,77,18
84,76,17
84,76,17
83,75,16
83,75,16
83,75,16
82,76,17
80,76,17
81,77,18
82,78,19
84,78,19
83,77,18
83,77,18
82,76,17
82,76,17
82,76,17
84,76,17
84,76,17
84,76,17
83,75,16
83,75,16
83,75,16
84,76,17
84,76,17
84,76,17
83,75,16
82,74,15
82,74,15
83,75,16
84,76,17
83,75,16
83,75,16
84,76,17
85,77,18
85,77,18
84,76,17
83,75,16
83,75,16
85,74,16
85,74,16
83,75,16
84,76,17
82,76,17
81,75,16
81,75,16
81,75,16
78,74,15
78,74,15
80,74,15
80,74,15
80,74,15
80,74,15
81,75,16
81,75,16
80,74,15
80,74,15
80,74,15
80,74,15
81,75,16
81,75,16
81,75,16
81,75,16
81,75,16
81,75,16
81,75,16
81,75,16
81,75,16
80,74,15
80,74,15
80,74,15
81,75,16
81,75,16
82,76,17
82,76,17
82,76,17
81,75,16
81,75,16
81,75,16
81,75,16
81,75,16
80,74,15
81,75,16
82,76,17
82,76,17
82,76,17
81,75,16
82,76,17
82,76,17
81,75,16
82,76,17
82,76,17
82,76,17
82,76,17
82,76,17
81,75,16
81,75,16
80,74,15
81,75,16
82,76,17
82,76,17
82,76,17
81,75,16
80,74,15
80,74,15
80,74,15
81,75,16
83,77,18
84,78,19
84,76,17
82,74,15
82,74,15
82,74,15
83,75,16
84,76,17
84,76,17
84,76,17
84,76,17
84,76,17
84,76,17
84,76,17
83,75,16
82,74,15
82,74,15
83,75,16
82,76,17
83,77,18
81,75,16
81,75,16
83,74,17
83,74,17
83,74,17
83,74,17
83,74,17
81,72,15
80,71,14
79,70,13
81,72,15
81,72,15
81,72,15
81,72,15
81,72,15
82,73,16
82,73,16
82,73,16
81,72,15
80,71,14
80,71,14
81,72,15
82,74,15
83,75,16
83,75,16
83,75,16
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
84,73,15
85,74,16
82,74,15
81,73,14
81,73,14
81,73,14
82,74,15
83,75,16
83,75,16
82,74,15
81,73,14
82,74,15
81,75,16
80,74,15
80,74,15
80,74,15
80,74,15
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
79,73,14
80,74,15
80,74,15
79,73,14
78,72,13
79,73,14
80,74,15
81,75,16
82,76,17
82,76,17
82,76,17
81,75,16
81,75,16
80,74,15
80,74,15
80,74,15
81,75,16
81,75,16
80,74,15
80,74,15
80,74,15
83,75,16
83,75,16
83,75,16
82,74,15
82,74,15
82,74,15
82,74,15
82,74,15
84,76,17
84,76,17
83,75,16
82,74,15
82,74,15
82,74,15
82,74,15
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
83,75,16
84,76,17
83,75,16
83,75,16
84,76,17
84,76,17
84,76,17
84,76,17
83,75,16
83,75,16
82,74,15
83,75,16
83,75,16
83,75,16
83,75,16
82,74,15
82,74,15
83,75,16
84,76,17
84,76,17
85,77,18
85,77,18
85,77,18
84,76,17
83,75,16
84,76,17
85,77,18
83,77,18
83,77,18
83,77,18
84,78,19
84,78,19
83,77,18
83,77,18
82,76,17
82,76,17
82,76,17
84,76,17
84,76,17
84,76,17
83,75,16
83,75,16
